RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
1574,2989,2509,15,93,3,1,1,5,7,5,9,2,6:25 PM,9:45 PM,5,8,,,,,3,10,,,,,,2,1,2,1,1,4,1,3,2,3,3,4,4,6,6,1,6,6,6,6,6,3,165,,,4,6,6,4,4,4,,,,4,99,,,2,2,2,2,1,5,,,11,0,4,6,2,,,,3,AUKLAND,,NEW ZEALAND,19,6,2,5,2,2,2,1,0.595689
1575,2990,2509,15,93,3,1,1,5,7,5,9,2,2:30 PM,9:45 PM,2,3,8,,,,3,10,,,,,,2,1,1,2,2,1,1,4,4,6,5,5,4,6,4,6,6,6,6,6,6,4,164,,,4,6,6,6,4,4,,,,5,5,,,2,2,2,2,2,,,,11,6,4,6,2,,,,3,ADELAIDE,,AUSTRALIA,19,6,2,5,2,2,2,1,0.595689
1576,2991,2509,15,93,3,1,1,5,7,5,9,2,5:00 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,1,1,1,1,1,1,4,4,3,4,4,4,6,6,6,6,6,6,6,6,4,214,,,4,6,6,6,3,4,,,,4,7,,,2,2,2,2,2,,,,11,6,4,6,2,,,,3,MELBOURNE,,AUSTRALIA,19,7,2,5,2,2,2,1,0.595689
1577,2992,2509,15,93,3,1,1,5,7,5,9,2,6:55 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,2,2,1,1,1,2,5,4,4,4,4,5,4,4,5,6,6,6,6,6,4,,,,5,6,6,6,5,5,,,,5,,,,2,2,2,2,1,,,,11,6,2,5,1,33,,,3,BOONE,28607,US,12,2,2,1,2,2,2,1,0.595689
1578,2993,2509,15,93,3,3,1,5,7,5,9,2,3:00 PM,9:45 PM,2,8,,,,,3,10,,,,,,1,1,1,2,2,3,2,5,5,4,5,5,5,5,5,6,6,6,6,6,6,5,20,,,5,6,6,6,5,5,,,,5,3,,,2,2,2,2,2,,,,11,5,5,5,2,,,,3,VICTORIA,,AUSTRALIA,19,6,2,0,2,2,2,1,0.595689
1579,2994,2509,15,93,3,1,1,5,7,5,9,2,6:00 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,0,1,1,1,3,2,4,6,6,4,4,4,6,6,4,3,3,6,6,6,3,,,,4,6,6,4,4,4,,,,4,,,,1,2,2,2,1,,,,12,3,5,5,2,,,,1,MILPITAS,95035,US,4,4,1,4,2,1,0,1,0.595689
1580,2995,2509,15,93,3,1,1,5,7,5,9,2,5:45 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,1,1,1,2,2,2,6,3,3,5,5,5,6,6,2,6,6,4,6,6,4,,,,4,4,6,4,3,4,,,,3,,,,2,2,2,2,1,5,6,,11,5,5,5,2,,,,3,WELLINGTON,,NEW ZEALAND,19,3,2,2,2,2,2,1,0.595689
1581,2996,2509,15,93,3,1,1,5,7,5,9,2,6:35 PM,9:45 PM,2,8,,,,,6,10,,,,,,1,2,2,1,1,1,2,3,3,3,4,4,0,0,0,1,6,6,6,6,6,4,900,,,5,6,6,4,5,5,,,,5,4,,,2,2,2,2,1,3,,,5,5,5,3,2,,,,3,ADELAIDE,,AUSTRALIA,19,5,1,0,2,2,2,1,0.595689
1582,2997,2509,15,93,3,3,1,5,7,5,9,2,7:00 PM,9:45 PM,3,8,,,,,11,10,,,,,,1,2,2,1,3,4,2,4,3,3,5,5,4,6,6,4,5,6,6,6,6,4,,,,5,6,6,3,4,4,,,,5,26,,,2,2,2,2,1,,,,3,5,5,0,2,,,,1,PT. RICHMOND,94501,US,5,7,1,0,2,0,1,1,0.595689
1583,2998,2509,15,93,3,1,1,5,7,5,9,2,6:30 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,0,1,1,1,4,2,4,4,4,5,5,5,4,4,2,4,4,4,4,0,4,,,,5,0,0,5,5,0,,,,5,,,,1,1,0,0,1,12,10,,22,5,5,5,1,12,,,2,GRASS VALLEY,95495,US,10,5,2,0,1,2,2,1,0.595689
1584,2999,2509,15,93,3,1,1,5,7,5,9,2,5:45 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,1,1,2,1,1,2,4,6,6,4,5,4,6,6,0,4,4,6,6,6,4,900,,,5,6,6,0,5,5,,,,5,,,,2,2,2,2,2,,,,5,4,4,4,2,,,,3,,,NEW ZEALAND,19,6,2,0,2,2,2,1,0.595689
1585,3000,2509,15,93,3,1,1,5,7,5,9,2,4:10 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,1,2,2,1,1,2,3,3,3,3,4,3,6,6,6,6,6,5,6,6,4,,,,5,5,6,4,6,4,,,,4,4,1,,2,2,2,2,2,,,,11,6,4,4,2,,,,3,LAUNCESTON,,AUSTRALIA,19,4,2,3,2,2,2,1,0.595689
1586,3001,2509,15,93,3,1,1,5,7,5,9,2,6:00 PM,9:45 PM,1,8,,,,,3,10,,,,,,0,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,4,,,,4,4,4,4,3,4,,,,5,5,,,2,2,2,2,2,,,,11,4,4,6,2,,,,3,COLFAX,99111,US,10,2,1,2,2,2,2,1,0.595689
1587,3002,2509,15,93,2,3,1,5,7,5,9,2,6:30 PM,9:45 PM,2,3,8,,,,7,10,,,,,,1,1,1,1,1,1,2,3,3,1,3,3,3,3,3,4,6,6,6,6,6,3,20,,,4,6,6,4,4,4,,,,4,35,,,2,2,2,2,1,,,,12,3,5,5,2,,,,3,MELBOURNE,,AUSTRALIA,19,4,2,3,2,2,2,1,0.595689
1588,3003,2509,15,93,3,1,1,5,7,5,9,2,7:15 PM,9:45 PM,2,8,,,,,2,10,,,,,,1,2,2,1,2,4,2,3,4,4,5,5,4,4,4,4,4,3,6,6,6,4,900,,,4,6,6,0,4,4,,,,4,24,,,2,2,2,2,1,,,,14,3,4,3,2,,,,2,GRANITE BAY,95746,US,10,3,1,4,3,2,2,1,0.595689
1589,3004,2509,15,93,3,1,1,5,7,5,9,2,7:20 PM,9:45 PM,3,8,,,,,5,10,,,,,,1,1,1,1,3,2,2,4,1,4,5,3,5,6,6,5,6,6,5,6,6,4,2,1,,5,5,6,5,4,5,,,,5,6,,,2,2,2,2,1,,,,1,5,5,3,1,7,,,1,OAKLAND,94609,US,3,2,2,1,2,2,2,1,0.595689
3221,1453,2503,15,5,2,3,1,14,578,90,8,4,N,12:00 PM,2,8,,,,,8,10,,,,,,1,1,0,1,1,2,2,0,0,0,5,5,5,0,0,5,5,0,5,0,5,5,,,,5,5,5,0,5,5,,,,5,,,,0,0,0,0,1,,,,5,5,5,5,2,,,,3,BEIJING,,CHINA,16,5,1,2,2,2,2,3,0.553675
1590,3005,2509,15,93,3,1,1,5,7,5,9,2,7:00 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,2,2,1,3,4,2,5,4,4,3,3,3,6,6,2,4,3,5,6,6,3,263,,,4,5,6,3,1,3,,,,5,,,,2,2,2,2,1,2,10,,1,3,5,4,1,12,21,,3,CHRISTCHURCH,,NEW ZEALAND,19,4,2,5,2,2,1,1,0.595689
1591,3006,2509,15,93,3,1,1,5,7,5,9,2,3:30 PM,9:45 PM,6,8,,,,,3,10,,,,,,2,2,1,2,2,4,2,3,3,3,4,4,4,3,3,6,6,6,6,6,1,3,,,,5,6,3,4,5,4,,,,5,,,,2,2,2,2,2,4,,,11,6,5,6,1,9,,,3,TUALAN,97062,US,10,4,1,4,2,1,2,1,0.595689
1592,3007,2509,15,93,3,1,1,5,7,5,9,2,5:00 PM,9:45 PM,2,8,,,,,6,10,,,,,,1,1,2,2,2,2,2,3,3,3,5,5,5,4,4,4,4,4,4,6,6,4,176,,,5,6,6,6,5,5,89,,,5,2,,,1,2,2,2,2,,,,5,5,5,0,2,,,,3,CHRISTCHURCH,,NEW ZEALAND,19,7,0,3,2,2,2,1,0.595689
1593,3008,2509,15,93,3,1,1,5,7,5,9,2,6:45 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,1,1,1,1,1,2,3,4,4,5,5,5,4,6,2,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,1,,,2,2,2,2,1,2,,,11,6,4,6,2,,,,3,INDIANAPOLIS,46208,US,11,2,1,4,2,2,2,1,0.595689
1594,3009,2509,15,93,3,1,1,5,7,5,9,2,7:30 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,1,1,0,3,2,2,3,3,3,3,3,3,3,3,6,4,0,4,0,0,4,2,,,4,4,4,4,4,4,,,,4,,,,0,0,0,0,0,,,,2,5,5,5,2,,,,1,WALNUT CREEK,94597,US,5,6,2,2,2,0,1,1,0.595689
1595,3010,2509,15,93,3,1,1,5,7,5,9,2,5:40 PM,9:45 PM,11,8,,,,,8,10,,,,,,1,2,1,1,1,2,2,3,2,3,2,2,3,3,3,3,2,2,2,3,3,4,,,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,1,,,,31,0,3,3,0,,,,3,WELLINGTON,,NEW ZEALAND,19,3,1,1,1,2,2,1,0.595689
1596,3011,2509,15,93,3,1,1,5,7,5,9,2,2:00 PM,9:45 PM,2,8,,,,,3,10,,,,,,1,2,1,1,1,1,2,6,4,2,6,5,5,4,6,3,6,6,6,6,6,6,,,,5,5,5,5,5,5,,,,5,,,,3,3,3,3,3,,,,11,4,5,3,2,,,,3,LONDON,,ENGLAND,15,5,1,2,2,2,2,1,0.595689
1597,3012,2509,15,93,3,1,1,5,7,5,9,2,7:00 PM,9:45 PM,2,8,,,,,3,10,,,,,,2,0,0,0,1,1,2,4,5,4,3,5,4,3,0,0,3,3,0,4,5,0,,,,4,4,4,5,5,5,,,,5,3,,,2,2,2,2,2,,,,11,4,2,3,2,,,,3,,,NEW ZEALAND,19,7,2,0,2,2,0,1,0.595689
1598,3013,2509,15,93,3,1,1,5,7,5,9,2,7:00 PM,9:45 PM,1,2,3,8,,,3,10,,,,,,2,1,1,2,1,1,2,4,3,4,4,4,4,4,4,4,4,6,5,6,6,4,2,,,5,5,6,4,4,4,,,,4,99,,,2,2,2,2,2,,,,11,3,5,3,2,,,,3,CHICAGO,60050,US,11,2,2,1,2,2,2,1,0.595689
1599,3014,2509,15,93,3,1,1,5,7,5,9,2,7:00 PM,9:45 PM,8,,,,,,2,10,,,,,,1,1,1,2,1,3,2,4,6,4,5,5,4,6,6,6,5,5,6,6,6,5,,,,4,6,6,6,5,5,,,,5,,,,2,2,2,2,2,,,,6,4,5,5,2,,,,3,AUCKLAND,,NEW ZEALAND,19,7,2,1,2,2,2,1,0.595689
1600,3015,2509,15,93,3,1,1,5,7,5,9,2,6:50 PM,9:45 PM,3,8,,,,,2,10,,,,,,1,2,2,2,2,3,2,6,0,4,5,5,5,6,6,6,6,6,6,6,6,4,,,,5,0,0,4,4,4,,,,5,6,,,1,2,2,2,0,,,,1,3,5,5,2,,,,0,,,,99,0,3,0,0,0,0,1,0.595689
1601,3016,2509,15,93,3,1,1,5,7,5,9,2,4:30 PM,9:45 PM,2,8,,,,,3,10,,,,,,1,0,1,0,1,1,2,3,3,6,5,5,5,6,6,6,6,6,6,6,6,5,,,,4,6,6,3,3,4,,,,4,5,,,2,2,2,2,2,,,,11,5,3,5,2,,,,3,BASINGSTOKE,,ENGLAND,15,2,1,0,3,2,2,1,0.595689
1602,3017,2509,15,93,3,1,1,5,7,5,9,2,6:30 PM,9:45 PM,4,8,,,,,1,10,,,,,2,1,2,0,1,1,1,2,2,3,3,2,4,3,4,4,3,4,4,6,6,6,3,176,,,4,4,4,4,4,4,,,,5,5,,,2,2,2,2,1,,,,5,4,4,4,2,,,,2,REDDING,95002,US,10,3,1,1,2,2,2,1,0.595689
1603,4177,1216,2,48,2,2,2,15,4606,50,1,4,12:50 PM,3:05 PM,2,8,,,,,1,10,,,,,3,1,1,2,1,2,1,2,3,4,4,4,5,3,3,3,5,2,4,2,2,6,4,200,,,5,6,6,4,3,4,,,,5,2,,,2,2,2,2,1,,,,13,2,3,2,2,,,,2,,,US,91,0,0,0,0,0,0,1,1.266708
1604,4178,1216,2,48,2,2,2,15,4606,50,1,4,4:50 AM,3:05 PM,3,8,,,,,2,10,,,,,,2,0,0,0,3,2,2,6,6,4,4,4,4,4,4,2,5,6,6,6,6,4,,,,5,6,6,6,3,3,,,,5,,,,2,2,2,1,1,,,,6,4,5,5,2,,,,1,SAN FRANCISCO,,US,1,6,0,0,0,0,0,1,1.266708
1605,4179,1217,2,44,2,2,2,15,4588,81,1,2,3:00 PM,4:42 PM,1,8,,,,,2,10,,,,,,2,1,2,2,3,4,2,3,3,4,4,4,4,6,6,6,2,3,3,6,4,4,,,,4,4,4,6,4,4,,,,4,,,,2,2,2,2,2,,,,5,4,4,2,1,4,,,3,SALT LAKE CITY,,US,10,5,2,4,1,1,1,1,1.266708
1606,4180,1313,3,30,2,2,2,29,2538,86,1,2,1:00 PM,2:40 PM,1,8,,,,,5,10,,,,,,1,2,1,1,3,4,2,3,4,3,5,4,4,6,6,5,6,6,4,6,6,4,260,,,4,5,6,4,3,4,,,,4,1,,,1,1,2,2,1,14,,,5,5,5,4,2,,,,3,IRVINE,92618,US,10,3,2,3,2,2,1,1,0.892167
1607,4181,1313,3,30,2,2,2,29,2538,86,1,2,1:30 PM,2:40 PM,1,8,,,,,4,10,,,,,,2,2,2,2,5,3,2,2,1,2,4,6,4,6,6,6,4,2,3,6,2,1,263,2,20,3,6,6,3,2,3,,,,5,5,,,2,2,2,2,1,,,,12,4,5,5,2,,,,3,HUNTINGTON BEACH,92646,US,10,4,1,4,1,1,1,1,0.892167
1608,4182,1317,3,48,3,2,2,15,4643,50,1,4,1:30 PM,9:10 PM,1,8,,,,,2,10,,,,,,2,2,4,4,1,4,2,3,4,0,2,3,3,1,1,5,4,4,4,6,6,4,35,48,41,3,6,6,3,4,4,,,,4,1,24,,2,2,2,2,1,,,,6,4,5,1,1,4,5,,3,ALHAMBRA,91801,US,10,6,1,4,2,2,2,1,1.266708
1609,4183,1411,4,47,2,2,2,15,1322,55,3,3,1:00 PM,3:14 PM,1,3,5,8,,,8,10,,,,,,2,1,1,2,1,1,2,3,2,2,4,3,3,6,6,6,4,6,5,6,3,3,1,27,101,4,4,1,3,3,3,41,,,4,,,,2,2,2,2,2,,,,9,4,3,5,2,,,,3,MINNEAPOLIS,55411,US,11,6,1,4,2,2,2,1,1.266708
1610,4184,1411,4,47,2,2,2,15,1322,55,3,3,1:30 PM,3:14 PM,2,4,8,,,,8,10,,,,,,1,2,2,1,1,3,2,6,3,4,4,4,4,4,4,5,4,6,5,6,5,5,3,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,9,,,9,5,5,5,2,,,,3,MINNEAPOLIS,55419,US,11,6,2,2,3,2,2,1,1.266708
1611,4185,1412,4,48,3,2,2,15,4608,50,1,4,3:45 PM,5:00 PM,1,8,,,,,4,10,,,,,,2,1,2,1,4,2,2,3,3,2,4,2,4,3,3,3,3,3,3,3,3,3,2,24,,3,3,3,3,3,3,90,,,4,12,,,2,2,2,2,1,2,,,5,5,5,5,2,,,,3,LOS ANGELES,90013,US,10,3,1,3,3,2,2,1,1.266708
1612,4186,1412,4,48,3,2,2,15,4608,50,1,4,4:00 PM,5:00 PM,3,8,,,,,1,10,,,,,4,2,2,2,1,5,4,2,4,5,4,3,2,4,2,2,5,5,1,4,2,6,4,910,,,5,5,5,5,5,5,,,,5,10,,,1,2,2,2,1,1,,,6,5,5,5,1,9,,,1,STANFORD,94305,US,4,2,1,4,2,2,2,1,1.266708
1613,4187,1413,4,48,3,2,2,15,4720,81,1,2,5:30 PM,6:28 PM,2,8,,,,,8,10,,,,,,2,2,2,2,2,1,2,3,4,3,3,3,3,3,3,6,3,4,4,6,4,4,62,,,5,5,5,5,4,5,,,,4,,,,2,2,2,2,2,1,,,12,3,3,3,2,,,,3,OGDEN,84403,US,10,2,1,0,4,2,2,1,1.266708
1614,4188,1604,6,43,1,1,2,18,144,25,1,4,7:00 AM,10:35 AM,3,8,,,,,2,10,,,,,,2,1,2,1,3,4,2,6,3,3,4,4,4,4,4,4,4,5,6,6,6,4,,,,5,6,6,4,4,4,,,,5,,,,2,2,2,2,1,,,,3,5,5,5,2,,,,3,MINNEAPOLIS,55422,US,11,5,2,2,2,2,2,1,1.266708
1615,4189,1604,6,43,1,1,2,18,144,25,1,4,9:00 AM,10:35 AM,1,8,,,,,1,10,,,,,4,2,2,1,2,4,4,2,3,3,3,2,4,3,6,6,4,4,4,4,6,6,3,163,263,,4,4,6,4,3,4,,,,5,5,,,1,2,2,2,1,,,,1,3,4,5,2,,,,1,OAKLAND,94619,US,3,5,2,4,2,2,1,1,1.266708
1616,4190,1701,7,70,1,2,2,33,461,62,2,3,4:15 AM,6:00 AM,2,8,,,,,4,10,,,,,,1,1,2,2,3,4,2,5,4,4,4,4,3,3,3,3,3,2,2,2,3,3,,,,3,3,3,3,3,3,45,,,3,,,,2,2,2,2,2,,,,5,3,3,2,2,,,,1,SAN FRANCISCO,94134,US,1,7,2,2,2,2,2,1,1.870831
1617,4191,1703,7,84,1,1,2,33,1030,41,1,1,8:00 AM,9:28 AM,3,6,8,,,,6,10,,,,,,1,1,0,0,2,4,2,5,5,5,4,4,0,0,6,6,0,0,0,5,0,5,,,,0,0,0,0,0,0,,,,4,,,,2,2,2,2,2,,,,4,5,4,4,2,,,,1,NAPA,94558,US,9,7,2,3,2,0,1,1,1.870831
1618,4192,1803,8,54,1,1,2,36,352,11,2,3,6:50 AM,9:35 AM,2,8,,,,,2,10,,,,,,1,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,3,6,6,6,6,4,,,,5,6,6,5,5,4,,,,4,,,,2,2,2,2,1,,,,12,4,5,5,2,,,,3,BRADFORD,1835,US,12,7,1,2,2,2,2,1,1.222456
1619,4193,1808,8,26,1,1,2,35,658,71,2,3,9:00 AM,11:30 AM,2,3,8,,,,6,10,,,,,,0,0,0,0,0,4,2,3,3,0,3,3,0,0,0,0,0,2,0,0,0,2,69,,,3,3,3,3,3,3,,,,3,,,,2,2,2,2,3,,,,9,3,3,3,2,,,,1,SONOMA,95476,US,7,7,2,0,1,2,2,1,0.892167
1620,4194,1218,2,46,3,2,2,15,4756,50,1,4,5:00 PM,6:36 PM,1,8,,,,,12,10,,,,,,1,1,2,1,3,2,2,6,4,3,4,4,4,6,6,4,4,6,3,6,6,4,2,,,4,6,6,4,4,4,,,,4,,,,2,2,2,2,1,4,7,,5,5,5,5,2,,,,3,ODESSA,33556,US,12,4,2,4,2,1,1,1,1.266708
1621,4195,1815,8,28,2,2,2,29,358,46,1,4,2:15 PM,4:30 PM,5,8,,,,,7,10,,,,,,1,1,1,2,3,4,2,3,3,3,3,3,3,5,6,6,5,5,5,6,5,5,204,,,5,5,5,5,5,5,,,,5,5,,,2,2,2,2,2,1,,,5,5,5,5,2,,,,3,AUSTIN,78745,US,11,4,2,3,1,2,1,1,0.892167
1622,4196,1902,9,93,1,3,2,34,805,13,4,1,7:45 AM,10:29 AM,1,8,,,,,2,10,,,,,,0,1,1,0,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,5,,,,2,2,1,2,2,,,,21,3,3,3,2,,,,2,REDDING,96001,US,10,6,2,3,1,2,2,1,0.595689
1623,4197,2006,10,23,1,1,2,7,2500,74,1,2,8:10 AM,9:15 AM,1,8,,,,,4,10,,,,,,1,2,1,2,1,4,2,4,3,3,3,4,3,3,3,6,6,6,6,6,6,4,,,,4,6,6,3,3,4,,,,5,,,,2,2,2,2,2,,,,5,4,3,3,2,,,,3,ANCHORAGE,99507,US,10,6,0,3,2,2,2,1,0.892167
1624,4198,1918,9,12,3,2,2,21,1404,6,3,2,3:30 PM,5:20 PM,1,8,,,,,4,10,,,,,,2,1,1,1,2,4,2,5,3,3,3,3,3,6,6,3,3,6,3,6,2,3,260,,,3,3,3,3,3,3,,,,3,5,,,1,2,2,2,1,2,,,5,5,4,5,2,,,,3,AUSTIN,78020,US,11,5,1,3,2,1,2,1,0.553675
1625,4199,1922,9,12,3,2,2,21,636,11,2,3,8:30 PM,10:05 PM,2,8,,,,,2,10,,,,,,1,2,2,2,2,4,2,5,4,4,4,5,4,6,6,4,3,4,6,4,4,4,219,124,,5,6,5,4,5,5,,,,4,6,,,2,2,2,2,1,4,,,1,4,4,5,2,,,,1,UNION CITY,94587,US,3,7,2,2,2,2,2,1,0.553675
1626,4200,2004,10,56,1,1,2,8,2298,24,3,4,10:00 AM,10:30 AM,4,8,,,,,7,10,,,,,,1,1,2,1,1,1,2,6,6,5,5,6,5,5,5,1,5,6,6,5,6,5,,,,5,5,5,5,5,5,,,,5,5,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,SHANGHAI,,CHINA,16,2,1,2,2,2,2,1,1.222456
1627,4201,2015,10,31,2,2,2,29,2797,83,1,2,10:00 AM,2:15 PM,2,8,,,,,7,10,,,,,,1,1,1,1,2,4,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,271,,,4,6,6,3,3,3,,,,4,,,,2,2,2,2,1,,,,5,4,4,4,2,,,,3,SAN DIEGO,92128,US,10,5,2,3,2,2,2,1,0.892167
1628,4202,2017,10,20,3,2,2,7,387,74,1,2,4:00 PM,5:05 PM,1,8,,,,,2,10,,,,,,1,2,2,2,3,4,2,2,3,3,3,3,3,6,6,6,6,6,6,6,6,3,,,,2,6,6,3,3,3,,,,3,,,,2,2,2,2,2,,,,7,2,3,2,2,,,,3,PORTLAND,97225,US,10,6,1,3,2,1,1,1,0.892167
1629,4203,2109,11,86,2,2,2,33,73,38,1,2,12:08 PM,4:05 PM,2,8,,,,,3,10,,,,,,3,2,2,2,3,4,2,3,4,4,4,4,4,4,4,3,6,6,4,6,6,4,,,,4,4,6,3,3,3,,,,4,,,,2,2,1,2,1,,,,11,6,4,6,2,,,,3,WAIPAHU,96797,US,10,6,1,2,2,2,2,1,1.870831
1630,4204,2110,11,1,2,3,2,2,563,99,4,2,8:15 AM,12:02 PM,2,8,,,,,7,10,,,,,,1,0,1,0,2,4,2,6,2,2,4,4,4,0,3,3,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,EDMONTON,,CANADA,13,7,2,0,2,2,2,1,0.553675
1631,4205,2204,12,84,2,2,2,33,842,50,1,4,1:50 PM,3:09 PM,1,8,,,,,1,10,,,,,2,3,3,2,3,6,3,2,6,4,4,4,4,4,6,6,1,3,3,6,4,6,4,,,,3,6,6,3,3,3,,,,5,,,,2,2,2,2,1,2,,,7,4,5,5,2,,,,1,MILPITAS,95037,US,4,3,2,0,1,1,2,1,1.870831
1632,4206,2306,13,56,2,1,2,36,2008,53,2,3,10:00 AM,12:40 PM,2,8,,,,,7,10,,,,,,0,0,1,1,1,1,2,6,6,5,6,6,5,6,6,5,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,4,,,,2,2,2,1,1,,,,5,5,5,5,2,,,,3,ARRECIFES,,ARGENTINA,14,6,1,1,2,2,2,2,1.222456
1633,4207,2802,18,56,2,2,2,8,2030,24,3,4,1:00 PM,3:20 PM,6,8,,,,,8,10,,,,,,1,1,2,2,3,4,2,5,5,5,4,4,5,4,4,6,3,6,5,3,3,4,,,,5,5,5,5,5,5,,,,5,5,,,2,2,2,2,2,,,,1,4,3,3,2,,,,3,DALLAS,,US,11,5,2,0,2,0,2,1,1.222456
1634,4208,1314,3,31,2,2,2,29,307,72,1,4,2:30 PM,4:30 PM,1,8,,,,,8,10,,,,,,2,2,2,2,5,4,2,3,2,3,3,2,2,6,6,6,6,6,2,6,3,3,271,,,2,3,3,2,3,3,,,,3,30,,,2,2,2,2,2,,,,2,2,3,2,2,,,,3,QUEEN CREEK,85142,US,10,6,1,4,1,1,1,1,0.892167
2001,757,1412,4,48,3,2,1,15,4608,50,1,4,2:30 PM,5:00 PM,2,8,,,,,4,10,,,,,,1,1,1,1,1,2,1,3,3,3,1,6,6,6,6,3,6,6,6,6,6,6,240,,,4,6,6,4,6,4,,,,5,1,,,2,2,2,2,1,,,,12,5,5,5,2,,,,3,GEELONG,,AUSTRALIA,19,3,2,2,2,2,2,1,1.266708
2002,758,1412,4,48,3,2,1,15,4608,50,1,4,3:00 PM,5:00 PM,2,3,8,,,,2,10,,,,,,1,2,2,2,4,1,2,6,3,3,4,3,4,5,6,6,6,6,6,6,6,3,,,,4,6,6,6,4,4,,,,1,5,,,1,2,2,2,1,1,,,5,5,4,5,2,,,,1,SAN FRANCISCO,94105,US,1,3,1,2,2,2,1,1,1.266708
2003,759,1412,4,48,3,2,1,15,4608,50,1,4,2:30 PM,5:00 PM,1,8,,,,,7,10,,,,,,1,2,2,2,2,2,1,3,6,6,4,4,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,5,2,,,2,2,2,2,2,,,,10,0,4,4,2,,,,3,GEELONG,,AUSTRALIA,19,6,1,2,2,2,1,1,1.266708
2004,760,1412,4,48,3,2,1,15,4608,50,1,4,3:00 PM,5:00 PM,3,8,,,,,3,10,,,,,,2,1,2,2,2,1,1,3,3,4,4,4,4,3,6,6,6,6,6,6,6,6,,,,5,6,6,3,4,4,,,,4,2,,,2,2,2,2,2,,,,11,3,2,3,2,,,,3,PARIS,,FRANCE,15,2,1,0,2,2,2,1,1.266708
2005,761,1412,4,48,3,2,1,15,4608,50,1,4,3:00 PM,5:00 PM,1,8,,,,,2,10,,,,,,1,2,2,1,2,1,1,6,6,6,5,6,5,6,6,5,5,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,5,,,2,2,2,2,1,,,,12,5,5,5,2,,,,3,GUANGZZHOO,,CHINA,16,4,1,2,2,2,2,1,1.266708
2006,762,1412,4,48,3,2,1,15,4608,50,1,4,3:30 PM,5:00 PM,2,8,,,,,2,10,,,,,,1,2,2,3,2,1,2,4,4,3,4,4,5,5,5,1,3,6,6,6,6,4,204,,,1,6,6,6,4,4,28,,,5,20,,,2,2,2,0,1,6,,,7,4,3,5,2,,,,3,DELHI,,INDIA,16,3,2,0,1,2,2,1,1.266708
